ORIGIN_SZ_C,DEST_SZ_C,O_TOTAL_POP,D_TOTAL_POP,O_MONTHLY_INCOME,D_MONTHLY_INCOME,TRIPS,FlowNoIntra,offset,dist
BKSZ05,QTSZ02,16600,11170,75.6,49.2,829,829,1,6258.456739492787
BKSZ05,QTSZ03,16600,6140,75.6,49.2,1290,1290,1,6888.371230307401
BKSZ05,QTSZ04,16600,8530,75.6,49.2,20,20,1,7034.053584629474
BKSZ05,QTSZ05,16600,14430,75.6,49.2,1806,1806,1,8124.3099347522175
BKSZ05,QTSZ06,16600,13560,75.6,49.2,3,3,1,8148.963214077896
BKSZ05,QTSZ08,16600,600,75.6,49.2,2630,2630,1,7032.946453938648
BKSZ05,QTSZ10,16600,9260,75.6,49.2,973,973,1,5984.147088106238
BKSZ05,QTSZ13,16600,3850,75.6,49.2,153,153,1,7842.207946422475
BKSZ05,QTSZ14,16600,2510,75.6,49.2,220,220,1,9283.383778401134
BKSZ05,RCSZ01,16600,2230,75.6,21.5,285,285,1,11081.108489123668
BKSZ05,SKSZ02,16600,600,75.6,21.5,126,126,1,6980.858554408743
BKSZ05,SRSZ01,16600,2470,75.6,21.5,513,513,1,10812.763197105136
BKSZ05,SRSZ03,16600,30,75.6,21.5,26,26,1,12040.862079318544
BKSZ05,TNSZ01,16600,7360,75.6,9,56,56,1,8160.402205534098
BKSZ05,TNSZ02,16600,5610,75.6,9,649,649,1,9264.455453192097
BKSZ05,TNSZ04,16600,3110,75.6,9,83,83,1,7098.244267881745
BKSZ05,TPSZ02,16600,23640,75.6,68.9,1500,1500,1,9480.855385918228
BKSZ05,TPSZ04,16600,13070,75.6,68.9,16,16,1,10169.35727945741
BKSZ05,TPSZ05,16600,6300,75.6,68.9,23,23,1,10498.03121275959
BKSZ05,TPSZ07,16600,6930,75.6,68.9,869,869,1,10863.506480839727
BKSZ05,TPSZ09,16600,10390,75.6,68.9,698,698,1,11592.561426646758
BKSZ05,TPSZ11,16600,8570,75.6,68.9,2,2,1,12457.430365885517
BKSZ05,WDSZ06,16600,29120,75.6,134.8,8677,8677,1,9140.341473511764
BKSZ05,WDSZ09,16600,10430,75.6,134.8,1828,1828,1,10670.301763356902
BKSZ05,YSSZ06,16600,3730,75.6,119.3,2,2,1,8390.371792498596
BKSZ05,YSSZ08,16600,8940,75.6,119.3,47,47,1,9971.347891935242
BKSZ05,YSSZ09,16600,46610,75.6,119.3,33,33,1,11199.335240632918
BKSZ06,BDSZ01,12650,32410,75.6,150.3,87,87,1,18665.972041852026
BKSZ06,BDSZ02,12650,21390,75.6,150.3,74,74,1,20501.742487053467
BKSZ06,BDSZ04,12650,71920,75.6,150.3,159,159,1,21645.61203631922
BKSZ06,BKSZ01,12650,8440,75.6,75.6,3266,3266,1,2947.3592656398255
BKSZ06,BKSZ02,12650,22660,75.6,75.6,43576,43576,1,1801.6046630344508
BKSZ06,BKSZ03,12650,18960,75.6,75.6,92335,92335,1,904.1309712640126
BKSZ06,BKSZ04,12650,10980,75.6,75.6,23650,23650,1,1559.784329998041
BKSZ06,BKSZ05,12650,16600,75.6,75.6,10158,10158,1,2574.4239846620226
BKSZ06,BKSZ06,12650,12650,75.6,75.6,17454,0,1e-10,0
BKSZ06,BKSZ07,12650,23140,75.6,75.6,163713,163713,1,909.4519459596207
BKSZ06,BKSZ08,12650,11260,75.6,75.6,2654,2654,1,1710.305540646485
BKSZ06,BKSZ09,12650,12490,75.6,75.6,9,9,1,1904.2104822483022
BKSZ06,BPSZ01,12650,16330,75.6,80.1,4306,4306,1,4730.808390009184
BKSZ06,BPSZ02,12650,20970,75.6,80.1,283,283,1,5047.889949409894
BKSZ06,BPSZ03,12650,22710,75.6,80.1,190,190,1,5229.849536371885
BKSZ06,BPSZ04,12650,19420,75.6,80.1,634,634,1,4842.098296566053
BKSZ06,BPSZ05,12650,27220,75.6,80.1,4923,4923,1,4126.140358823022
BKSZ06,BTSZ01,12650,18260,75.6,36.8,9730,9730,1,3429.6574114116524
BKSZ06,BTSZ02,12650,4170,75.6,36.8,3913,3913,1,5621.565993057953
BKSZ06,BTSZ03,12650,8540,75.6,36.8,8,8,1,5141.901321348015
BKSZ06,BTSZ05,12650,7360,75.6,36.8,1145,1145,1,7510.869350172143
BKSZ06,BTSZ06,12650,5040,75.6,36.8,14,14,1,7028.10454120503
BKSZ06,CKSZ01,12650,21530,75.6,97.2,776,776,1,4023.822772452933
BKSZ06,CKSZ02,12650,30030,75.6,97.2,16583,16583,1,3132.5315626672577
BKSZ06,CKSZ03,12650,19050,75.6,97.2,5266,5266,1,4192.8292500840125
BKSZ06,CKSZ04,12650,29210,75.6,97.2,5066,5066,1,3546.2388251680454
BKSZ06,GLSZ02,12650,24330,75.6,61.4,339,339,1,16063.176849818217
BKSZ06,GLSZ03,12650,10130,75.6,61.4,99,99,1,17286.96535395634
BKSZ06,JESZ01,12650,16530,75.6,46.1,14471,14471,1,1145.8095305745999
BKSZ06,JESZ02,12650,21530,75.6,46.1,29399,29399,1,869.2392897893076
BKSZ06,JESZ03,12650,12650,75.6,46.1,20,20,1,1185.1397513051113
BKSZ06,JESZ05,12650,350,75.6,46.1,24151,24151,1,1590.0048455091985
BKSZ06,JESZ08,12650,15540,75.6,46.1,679,679,1,3608.254616850535
BKSZ06,JWSZ02,12650,23950,75.6,158.7,20947,20947,1,3466.707898609485
BKSZ06,JWSZ03,12650,46040,75.6,158.7,21294,21294,1,2373.0254161075054
BKSZ06,JWSZ04,12650,32730,75.6,158.7,3865,3865,1,2747.7607766838796
BKSZ06,JWSZ09,12650,52220,75.6,158.7,27057,27057,1,4542.33152700068
BKSZ06,KLSZ01,12650,31940,75.6,55.4,308,308,1,13600.425702843158
BKSZ06,KLSZ02,12650,9870,75.6,55.4,4,4,1,14527.97845167841
BKSZ06,KLSZ06,12650,8420,75.6,55.4,537,537,1,13625.492215231974
BKSZ06,KLSZ07,12650,8970,75.6,55.4,265,265,1,12592.222027066717
BKSZ06,NTSZ02,12650,890,75.6,21.5,1,1,1,10907.157611697128
BKSZ06,NTSZ03,12650,180,75.6,21.5,3,3,1,11432.450696424265
BKSZ06,NTSZ05,12650,760,75.6,21.5,1,1,1,11886.795502870169
BKSZ06,NVSZ02,12650,7120,75.6,23.8,593,593,1,11667.74560364741
BKSZ06,NVSZ03,12650,2210,75.6,23.8,346,346,1,10553.732847509862
BKSZ06,NVSZ04,12650,3160,75.6,23.8,613,613,1,8973.98679021592
BKSZ06,RCSZ01,12650,2230,75.6,21.5,3047,3047,1,12940.815834843548
BKSZ06,RCSZ03,12650,1790,75.6,21.5,1,1,1,13547.596823381618
BKSZ06,RCSZ06,12650,20,75.6,21.5,10,10,1,12663.727306102457
BKSZ06,RCSZ09,12650,1040,75.6,21.5,6,6,1,13133.965175561332
BKSZ06,TNSZ01,12650,7360,75.6,9,4,4,1,9864.182950414517
BKSZ06,TNSZ04,12650,3110,75.6,9,4,4,1,8666.976589773465
BKSZ06,TPSZ11,12650,8570,75.6,68.9,51,51,1,14703.98798662315
BKSZ06,WDSZ06,12650,29120,75.6,134.8,230,230,1,10621.330301196762
BKSZ07,AMSZ05,23140,14870,75.6,101.2,972,972,1,10037.22425643047
BKSZ07,AMSZ06,23140,19710,75.6,101.2,909,909,1,10318.429518022043
BKSZ07,AMSZ08,23140,6860,75.6,101.2,31,31,1,9675.90614252933
BKSZ07,AMSZ09,23140,20890,75.6,101.2,435,435,1,10634.188081565566
BKSZ07,BDSZ01,23140,32410,75.6,150.3,154,154,1,17764.975112128952
BKSZ07,BDSZ02,23140,21390,75.6,150.3,71,71,1,19597.301645182266
BKSZ07,BDSZ03,23140,32280,75.6,150.3,37,37,1,18563.082543288976
BKSZ07,BDSZ04,23140,71920,75.6,150.3,193,193,1,20746.783608059897
BKSZ07,BKSZ01,23140,8440,75.6,75.6,5643,5643,1,2482.584900921136
BKSZ07,BKSZ02,23140,22660,75.6,75.6,177419,177419,1,1649.3502990633935
BKSZ07,BKSZ03,23140,18960,75.6,75.6,271013,271013,1,1244.784097064247
BKSZ07,BKSZ04,23140,10980,75.6,75.6,94509,94509,1,908.429008399568
BKSZ07,BKSZ05,23140,16600,75.6,75.6,44285,44285,1,1725.0210289140493
BKSZ07,BKSZ06,23140,12650,75.6,75.6,213631,213631,1,909.4519459596207
BKSZ07,BKSZ07,23140,23140,75.6,75.6,266864,0,1e-10,0
BKSZ07,BKSZ08,23140,11260,75.6,75.6,174217,174217,1,802.7927440054402
BKSZ07,BKSZ09,23140,12490,75.6,75.6,251363,251363,1,1152.476680880986
BKSZ07,BMSZ01,23140,3130,75.6,82.2,4079,4079,1,11240.824792000036
BKSZ07,BMSZ02,23140,870,75.6,82.2,1149,1149,1,10525.992757067108
BKSZ07,BMSZ07,23140,11880,75.6,82.2,372,372,1,9386.371534469052
BKSZ07,BMSZ11,23140,8010,75.6,82.2,171,171,1,11515.503136400372
BKSZ07,BMSZ13,23140,16240,75.6,82.2,2348,2348,1,10225.804070031094
BKSZ07,BMSZ15,23140,10710,75.6,82.2,89,89,1,11621.28483655974
BKSZ07,BPSZ01,23140,16330,75.6,80.1,4897,4897,1,4362.69411347836
BKSZ07,BPSZ02,23140,20970,75.6,80.1,2104,2104,1,4579.615201636348
BKSZ07,BPSZ03,23140,22710,75.6,80.1,1808,1808,1,4676.862564018318
BKSZ07,BPSZ04,23140,19420,75.6,80.1,4568,4568,1,4174.713414437451
BKSZ07,BPSZ05,23140,27220,75.6,80.1,2260,2260,1,3556.458430214202
BKSZ07,BPSZ07,23140,3220,75.6,80.1,10699,10699,1,3108.5531594116264
BKSZ07,BSSZ01,23140,24960,75.6,49.5,1844,1844,1,9173.667139869689
BKSZ07,BTSZ01,23140,18260,75.6,36.8,60587,60587,1,2605.7423797331326
BKSZ07,BTSZ02,23140,4170,75.6,36.8,14832,14832,1,4733.176096847664
BKSZ07,BTSZ03,23140,8540,75.6,36.8,9173,9173,1,4374.6660710460665
BKSZ07,BTSZ05,23140,7360,75.6,36.8,5834,5834,1,6640.18879451859
BKSZ07,BTSZ06,23140,5040,75.6,36.8,1017,1017,1,6206.4846404341
BKSZ07,BTSZ07,23140,5220,75.6,36.8,1358,1358,1,6209.1530716297275
BKSZ07,BTSZ08,23140,4960,75.6,36.8,241,241,1,6996.3513462253195
BKSZ07,CKSZ01,23140,21530,75.6,97.2,11918,11918,1,3747.0836698726266
BKSZ07,CKSZ02,23140,30030,75.6,97.2,9205,9205,1,3072.2219519711775
BKSZ07,CKSZ03,23140,19050,75.6,97.2,2965,2965,1,4104.4323805591075
BKSZ07,CKSZ04,23140,29210,75.6,97.2,2906,2906,1,3706.0844614755806
BKSZ07,CLSZ02,23140,4720,75.6,45.9,4262,4262,1,3144.981824887056
BKSZ07,CLSZ03,23140,4170,75.6,45.9,40,40,1,2966.902339113293
BKSZ07,CLSZ04,23140,24310,75.6,45.9,26716,26716,1,3787.966748915405
BKSZ07,CLSZ05,23140,5980,75.6,45.9,5786,5786,1,3545.796761378981
BKSZ07,CLSZ06,23140,12490,75.6,45.9,5534,5534,1,4215.288139426644
BKSZ07,CLSZ07,23140,13590,75.6,45.9,7992,7992,1,5247.540954516953
BKSZ07,CLSZ08,23140,13070,75.6,45.9,8440,8440,1,5222.338557191975
BKSZ07,DTSZ01,23140,730,75.6,21.5,172,172,1,12936.457469428118
BKSZ07,DTSZ08,23140,190,75.6,21.5,319,319,1,13373.75403790073
BKSZ07,DTSZ11,23140,850,75.6,21.5,486,486,1,13886.196169510602
BKSZ07,GLSZ02,23140,24330,75.6,61.4,402,402,1,15173.205941577598
BKSZ07,GLSZ03,23140,10130,75.6,61.4,250,250,1,16392.520091450853
BKSZ07,GLSZ05,23140,25690,75.6,61.4,244,244,1,16817.930141871868
BKSZ07,JESZ01,23140,16530,75.6,46.1,24839,24839,1,2055.1866073019005
BKSZ07,JESZ02,23140,21530,75.6,46.1,36761,36761,1,1537.0848437769257
BKSZ07,JESZ03,23140,12650,75.6,46.1,69710,69710,1,1256.8915216124194
BKSZ07,JESZ05,23140,350,75.6,46.1,23374,23374,1,1857.5240469816586
BKSZ07,JESZ08,23140,15540,75.6,46.1,6847,6847,1,3751.7175352135278
BKSZ07,JWSZ02,23140,23950,75.6,158.7,31383,31383,1,4376.116245832443
BKSZ07,JWSZ03,23140,46040,75.6,158.7,40913,40913,1,3272.3831285893993
BKSZ07,JWSZ04,23140,32730,75.6,158.7,3328,3328,1,3577.0398332548207
BKSZ07,JWSZ09,23140,52220,75.6,158.7,18998,18998,1,5446.593905449595
BKSZ07,KLSZ01,23140,31940,75.6,55.4,526,526,1,12726.11592907768
BKSZ07,KLSZ02,23140,9870,75.6,55.4,86,86,1,13651.225487706208
BKSZ07,KLSZ06,23140,8420,75.6,55.4,924,924,1,12779.943639170171
BKSZ07,KLSZ07,23140,8970,75.6,55.4,896,896,1,11746.70055640524
BKSZ07,KLSZ09,23140,7530,75.6,55.4,42,42,1,13661.10569766266
BKSZ07,MUSZ01,23140,220,75.6,21.5,565,565,1,11864.259487749263
BKSZ07,NVSZ02,23140,7120,75.6,23.8,562,562,1,10817.664916357478
BKSZ07,NVSZ03,23140,2210,75.6,23.8,616,616,1,9694.8449102113
BKSZ07,NVSZ04,23140,3160,75.6,23.8,1174,1174,1,8118.30723679239
BKSZ07,ORSZ02,23140,190,75.6,21.5,4202,4202,1,10286.593410203212
BKSZ07,OTSZ02,23140,250,75.6,11.7,446,446,1,12404.892246838432
BKSZ07,QTSZ01,23140,11330,75.6,49.2,2414,2414,1,5816.510793370315
BKSZ07,QTSZ02,23140,11170,75.6,49.2,3371,3371,1,6604.039162439514
BKSZ07,QTSZ03,23140,6140,75.6,49.2,378,378,1,7277.7575539123745
BKSZ07,QTSZ04,23140,8530,75.6,49.2,879,879,1,7296.748766320183
BKSZ07,QTSZ06,23140,13560,75.6,49.2,330,330,1,8419.797959384337
BKSZ07,QTSZ10,23140,9260,75.6,49.2,1,1,1,5858.3435728862805
BKSZ07,QTSZ11,23140,230,75.6,49.2,1591,1591,1,6446.787469920694
BKSZ07,QTSZ13,23140,3850,75.6,49.2,6819,6819,1,7547.744118911006
BKSZ07,QTSZ14,23140,2510,75.6,49.2,4666,4666,1,9209.428978488366
BKSZ07,RCSZ01,23140,2230,75.6,21.5,4672,4672,1,12106.867708111517
BKSZ07,RCSZ10,23140,1520,75.6,21.5,45,45,1,12604.719347024566
BKSZ07,RVSZ01,23140,1650,75.6,21.5,8,8,1,9957.000484052209
BKSZ07,RVSZ02,23140,150,75.6,21.5,1,1,1,10409.619945682725
BKSZ07,TNSZ01,23140,7360,75.6,9,1582,1582,1,9053.47077539569
BKSZ07,TNSZ03,23140,1130,75.6,9,15,15,1,8393.31500322054
BKSZ07,TNSZ04,23140,3110,75.6,9,706,706,1,7878.841852812624
BKSZ07,TPSZ11,23140,8570,75.6,68.9,295,295,1,13808.45788359172
BKSZ07,WDSZ06,23140,29120,75.6,134.8,1380,1380,1,10284.04440740516
BKSZ07,YSSZ06,23140,3730,75.6,119.3,12,12,1,10102.46974463461
BKSZ07,YSSZ08,23140,8940,75.6,119.3,283,283,1,11650.349840315974
BKSZ07,YSSZ09,23140,46610,75.6,119.3,69,69,1,12844.337587470593
BKSZ08,AMSZ05,11260,14870,75.6,101.2,1316,1316,1,9236.215873706487
BKSZ08,AMSZ06,11260,19710,75.6,101.2,1163,1163,1,9521.744228159134
BKSZ08,AMSZ08,11260,6860,75.6,101.2,50,50,1,8912.538908353723
BKSZ08,AMSZ09,11260,20890,75.6,101.2,799,799,1,9847.923042807435
BKSZ08,BDSZ01,11260,32410,75.6,150.3,2088,2088,1,16985.33155808909
BKSZ08,BDSZ02,11260,21390,75.6,150.3,828,828,1,18811.65737977033
BKSZ08,BDSZ03,11260,32280,75.6,150.3,24,24,1,17796.862800268693
BKSZ08,BDSZ04,11260,71920,75.6,150.3,1032,1032,1,19970.283459892053
BKSZ08,BDSZ06,11260,40730,75.6,150.3,221,221,1,21037.104493779432
BKSZ08,BDSZ08,11260,6040,75.6,150.3,44,44,1,21624.11008072266
BKSZ08,BKSZ01,11260,8440,75.6,75.6,8482,8482,1,2228.249591433302
BKSZ08,BKSZ02,11260,22660,75.6,75.6,9488,9488,1,1838.2062330380568
BKSZ08,BKSZ03,11260,18960,75.6,75.6,3874,3874,1,1850.9390212992005
BKSZ08,BKSZ04,11260,10980,75.6,75.6,878,878,1,813.2570853118074
BKSZ08,BKSZ05,11260,16600,75.6,75.6,57672,57672,1,1011.503697708195
BKSZ08,BKSZ06,11260,12650,75.6,75.6,35,35,1,1710.305540646485
BKSZ08,BKSZ07,11260,23140,75.6,75.6,143308,143308,1,802.7927440054402
BKSZ08,BKSZ08,11260,11260,75.6,75.6,14406,0,1e-10,0
BKSZ08,BKSZ09,11260,12490,75.6,75.6,58702,58702,1,897.7315598018141
BKSZ08,BMSZ01,11260,3130,75.6,82.2,7426,7426,1,10865.70462553717
BKSZ08,BMSZ02,11260,870,75.6,82.2,375,375,1,10062.446155445155
BKSZ08,BMSZ07,11260,11880,75.6,82.2,374,374,1,8944.030739240083
BKSZ08,BMSZ11,11260,8010,75.6,82.2,33,33,1,11028.109434879038
BKSZ08,BMSZ13,11260,16240,75.6,82.2,5797,5797,1,9843.08526615778
BKSZ08,BMSZ15,11260,10710,75.6,82.2,37,37,1,11165.677419284257
BKSZ08,BMSZ16,11260,6860,75.6,82.2,153,153,1,12006.596120810618
BKSZ08,BPSZ01,11260,16330,75.6,80.1,3093,3093,1,4102.484404721092
BKSZ08,BPSZ02,11260,20970,75.6,80.1,237,237,1,4213.605153083189
BKSZ08,BPSZ04,11260,19420,75.6,80.1,1221,1221,1,3611.893555264128
BKSZ08,BPSZ05,11260,27220,75.6,80.1,5160,5160,1,3117.568416637626
BKSZ08,BPSZ07,11260,3220,75.6,80.1,5931,5931,1,2306.5426367162277
BKSZ08,BSSZ01,11260,24960,75.6,49.5,2567,2567,1,8371.616822378903
BKSZ08,BSSZ02,11260,25060,75.6,49.5,362,362,1,9738.360164160886
BKSZ08,BSSZ03,11260,24240,75.6,49.5,702,702,1,10625.818900699915
BKSZ08,BTSZ01,11260,18260,75.6,36.8,64052,64052,1,1996.1880850625137
BKSZ08,BTSZ02,11260,4170,75.6,36.8,21684,21684,1,3982.418775375223
BKSZ08,BTSZ03,11260,8540,75.6,36.8,5912,5912,1,3805.520557559527
BKSZ08,BTSZ05,11260,7360,75.6,36.8,6936,6936,1,5911.736268113393
BKSZ08,BTSZ06,11260,5040,75.6,36.8,313,313,1,5547.035008762841
BKSZ08,BTSZ07,11260,5220,75.6,36.8,1581,1581,1,5644.507861702208
BKSZ08,BTSZ08,11260,4960,75.6,36.8,78,78,1,6388.1257943774035
BKSZ08,CKSZ01,11260,21530,75.6,97.2,9340,9340,1,3600.0232206416727
BKSZ08,CKSZ02,11260,30030,75.6,97.2,2051,2051,1,3164.2958893507525
BKSZ08,CKSZ03,11260,19050,75.6,97.2,3878,3878,1,4116.501525839367
BKSZ08,CLSZ03,11260,4170,75.6,45.9,35,35,1,3006.4140455972793
BKSZ08,CLSZ04,11260,24310,75.6,45.9,30582,30582,1,3593.3588221481027
BKSZ08,CLSZ05,11260,5980,75.6,45.9,1323,1323,1,3643.889541364007
BKSZ08,CLSZ06,11260,12490,75.6,45.9,3571,3571,1,4144.954654193189
BKSZ08,CLSZ07,11260,13590,75.6,45.9,1022,1022,1,5123.548301823914
BKSZ08,CLSZ08,11260,13070,75.6,45.9,2987,2987,1,5191.332923460228
BKSZ08,DTSZ01,11260,730,75.6,21.5,56,56,1,12276.88252066807
BKSZ08,DTSZ08,11260,190,75.6,21.5,906,906,1,12808.793400344834
BKSZ08,DTSZ09,11260,570,75.6,21.5,380,380,1,12738.405992076621
BKSZ08,DTSZ11,11260,850,75.6,21.5,297,297,1,13322.533567743556
BKSZ08,GLSZ02,11260,24330,75.6,61.4,118,118,1,14410.455184284992
BKSZ08,GLSZ03,11260,10130,75.6,61.4,1483,1483,1,15623.091818273004
BKSZ08,GLSZ05,11260,25690,75.6,61.4,57,57,1,16070.143549891762
BKSZ08,JESZ02,11260,21530,75.6,46.1,14,14,1,2293.8257358128967
BKSZ08,JESZ03,11260,12650,75.6,46.1,19396,19396,1,1810.451567289206
BKSZ08,JESZ05,11260,350,75.6,46.1,17558,17558,1,2423.8528662891126
BKSZ08,JESZ08,11260,15540,75.6,46.1,2237,2237,1,4114.10394930959
BKSZ08,KLSZ01,11260,31940,75.6,55.4,124,124,1,11985.546509592237
BKSZ08,KLSZ02,11260,9870,75.6,55.4,40,40,1,12906.969230006729
BKSZ08,KLSZ06,11260,8420,75.6,55.4,383,383,1,12075.684134076148
BKSZ08,KLSZ07,11260,8970,75.6,55.4,160,160,1,11043.462675641389
BKSZ08,KLSZ09,11260,7530,75.6,55.4,11,11,1,12983.581200137754
BKSZ08,MUSZ01,11260,220,75.6,21.5,1034,1034,1,11227.40637371241
BKSZ08,NVSZ02,11260,7120,75.6,23.8,338,338,1,10109.775987231827
BKSZ08,NVSZ03,11260,2210,75.6,23.8,177,177,1,8977.076360314228
BKSZ08,NVSZ04,11260,3160,75.6,23.8,242,242,1,7407.33654674718
BKSZ08,ORSZ02,11260,190,75.6,21.5,5863,5863,1,9651.462418555766
BKSZ08,OTSZ01,11260,5390,75.6,11.7,542,542,1,11505.712616248062
BKSZ08,OTSZ02,11260,250,75.6,11.7,228,228,1,11849.501285959988
BKSZ08,OTSZ03,11260,8660,75.6,11.7,381,381,1,12264.502955158132
BKSZ08,QTSZ01,11260,11330,75.6,49.2,2639,2639,1,5382.370891242907
BKSZ08,QTSZ02,11260,11170,75.6,49.2,4018,4018,1,6126.626319758082
BKSZ08,QTSZ03,11260,6140,75.6,49.2,498,498,1,6788.449020663936
BKSZ08,QTSZ04,11260,8530,75.6,49.2,711,711,1,6857.323370116882
BKSZ08,QTSZ06,11260,13560,75.6,49.2,237,237,1,7983.754934056723
BKSZ08,QTSZ08,11260,600,75.6,49.2,11294,11294,1,6755.212735608601
BKSZ08,QTSZ10,11260,9260,75.6,49.2,1415,1415,1,5572.8126624387305
BKSZ08,QTSZ13,11260,3850,75.6,49.2,1043,1043,1,7354.450527062123
BKSZ08,QTSZ14,11260,2510,75.6,49.2,977,977,1,8923.238867770871
BKSZ08,RCSZ01,11260,2230,75.6,21.5,1617,1617,1,11417.358084082596
BKSZ08,RCSZ10,11260,1520,75.6,21.5,7,7,1,11948.728903164518
BKSZ08,SKSZ02,11260,600,75.6,21.5,28,28,1,7729.8271681014085
BKSZ08,SRSZ03,11260,30,75.6,21.5,287,287,1,12184.055223838395
BKSZ08,TNSZ01,11260,7360,75.6,9,2564,2564,1,8397.30224335249
BKSZ08,TNSZ04,11260,3110,75.6,9,2389,2389,1,7253.896533115231
BKSZ08,TPSZ02,11260,23640,75.6,68.9,7124,7124,1,10010.97095693633
BKSZ08,TPSZ04,11260,13070,75.6,68.9,1266,1266,1,10736.857314377414
BKSZ08,TPSZ05,11260,6300,75.6,68.9,923,923,1,11118.047816343651
BKSZ08,TPSZ11,11260,8570,75.6,68.9,80,80,1,13037.936447550475
BKSZ08,WDSZ06,11260,29120,75.6,134.8,2110,2110,1,9972.66589051678
BKSZ08,WDSZ09,11260,10430,75.6,134.8,1031,1031,1,11518.078883126942
BKSZ08,YSSZ06,11260,3730,75.6,119.3,15,15,1,9392.40001070329
BKSZ08,YSSZ08,11260,8940,75.6,119.3,407,407,1,10982.469061434138
BKSZ08,YSSZ09,11260,46610,75.6,119.3,221,221,1,12209.737744492319
BKSZ09,BDSZ01,12490,32410,75.6,150.3,2287,2287,1,16864.339059260023
BKSZ09,BDSZ02,12490,21390,75.6,150.3,1067,1067,1,18719.568972254707
BKSZ09,BDSZ04,12490,71920,75.6,150.3,1060,1060,1,19832.07774336941
BKSZ09,BDSZ06,12490,40730,75.6,150.3,141,141,1,20860.381160149533
BKSZ09,BDSZ08,12490,6040,75.6,150.3,4,4,1,21415.714826138334
BKSZ09,BKSZ01,12490,8440,75.6,75.6,5977,5977,1,3124.3911243179004
BKSZ09,BKSZ04,12490,10980,75.6,75.6,338,338,1,1665.6886706157882
BKSZ09,BKSZ05,12490,16600,75.6,75.6,6750,6750,1,1739.4148968703005
BKSZ09,BKSZ06,12490,12650,75.6,75.6,20660,20660,1,1904.2104822483022
BKSZ09,BKSZ07,12490,23140,75.6,75.6,230540,230540,1,1152.476680880986
BKSZ09,BKSZ08,12490,11260,75.6,75.6,5034,5034,1,897.7315598018141
BKSZ09,BKSZ09,12490,12490,75.6,75.6,40941,0,1e-10,0
BKSZ09,BMSZ01,12490,3130,75.6,82.2,5278,5278,1,10105.60762762486
BKSZ09,BMSZ02,12490,870,75.6,82.2,258,258,1,9374.317745257285
BKSZ09,BMSZ13,12490,16240,75.6,82.2,4228,4228,1,9087.99272199836
BKSZ09,BPSZ01,12490,16330,75.6,80.1,3282,3282,1,4991.49682264597
BKSZ09,BPSZ04,12490,19420,75.6,80.1,1258,1258,1,4375.650931675632
BKSZ09,BPSZ05,12490,27220,75.6,80.1,4630,4630,1,3962.854838272355
BKSZ09,BPSZ07,12490,3220,75.6,80.1,4,4,1,2586.1360324171574
BKSZ09,BTSZ01,12490,18260,75.6,36.8,19808,19808,1,1535.524331140985
BKSZ09,BTSZ02,12490,4170,75.6,36.8,5267,5267,1,3804.6572185134837
BKSZ09,BTSZ03,12490,8540,75.6,36.8,51,51,1,3245.4035426357627
BKSZ09,BTSZ04,12490,8910,75.6,36.8,2,2,1,3758.0200386286115
BKSZ09,BTSZ06,12490,5040,75.6,36.8,397,397,1,5125.181183292524
BKSZ09,BTSZ07,12490,5220,75.6,36.8,257,257,1,5071.487818131848
BKSZ09,BTSZ08,12490,4960,75.6,36.8,112,112,1,5875.772481871654
BKSZ09,CLSZ02,12490,4720,75.6,45.9,2823,2823,1,2009.674357440573
BKSZ09,CLSZ03,12490,4170,75.6,45.9,15,15,1,2114.884501841769
BKSZ09,CLSZ04,12490,24310,75.6,45.9,99163,99163,1,2724.9902823981142
BKSZ09,CLSZ05,12490,5980,75.6,45.9,1378,1378,1,2759.135433979886
BKSZ09,CLSZ06,12490,12490,75.6,45.9,10822,10822,1,3250.563473467843
BKSZ09,CLSZ07,12490,13590,75.6,45.9,8317,8317,1,4240.208187391896
BKSZ09,CLSZ08,12490,13070,75.6,45.9,1922,1922,1,4294.763709348914
BKSZ09,DTSZ08,12490,190,75.6,21.5,523,523,1,12230.336835545413
BKSZ09,DTSZ09,12490,570,75.6,21.5,227,227,1,12135.91244678084
BKSZ09,DTSZ11,12490,850,75.6,21.5,134,134,1,12742.297875515646
BKSZ09,GLSZ02,12490,24330,75.6,61.4,6,6,1,14223.050123235314
BKSZ09,GLSZ03,12490,10130,75.6,61.4,2503,2503,1,15459.412457825096
BKSZ09,JESZ01,12490,16530,75.6,46.1,8883,8883,1,2984.578520891273
BKSZ09,JESZ02,12490,21530,75.6,46.1,17740,17740,1,2147.8120797877787
BKSZ09,JESZ03,12490,12650,75.6,46.1,38677,38677,1,1394.1722496806822
BKSZ09,JESZ05,12490,350,75.6,46.1,42917,42917,1,1929.7228778319604
BKSZ09,JESZ08,12490,15540,75.6,46.1,2982,2982,1,3339.895410146192
BKSZ09,JWSZ02,12490,23950,75.6,158.7,1845,1845,1,5255.2607280872435
BKSZ09,JWSZ03,12490,46040,75.6,158.7,12105,12105,1,4238.6236558507435
BKSZ09,JWSZ04,12490,32730,75.6,158.7,2679,2679,1,4172.743437093407
BKSZ09,JWSZ09,12490,52220,75.6,158.7,5397,5397,1,6236.036497149115
BKSZ09,KLSZ01,12490,31940,75.6,55.4,3,3,1,11730.50923165577
